Sample ID,Survey,SurveyID,Site,SiteID,DRM,Diel,DielID,Depth,Depth2,Plankton,Eggs,Larvae,Yolk_sac,Feeding,Pre_flexion,Flexion,Post_flexion,Temp,Sal,DO,Turb,Naupli,Copepodite,Copepods,Crab_nauplii,Bivalve,Gastropod,Fish_egg,Other
L379,November,3,8502,1,9,Day,0,3,-3,30,1.29,0,0,0,0,0,0,19.2,26.9,6.7,1,440.3846154,82.69230769,53.84615385,5.769230769,0,0,0,0
L380,November,3,8506,5,21,Day,0,0,0,2,0.17,1.08,0,1.08,1.08,0,0,22.3,5,8.81,7.4,101.2820513,0,0,0,6.41025641,0,0,0
L381,November,3,8506,5,21,Day,0,1,-1,3,0,2.61,0.06,2.56,2.5,0.06,0,21.8,5,8.83,7,155.1282051,1.282051282,0,0,11.53846154,0,0,0
L382,November,3,8506,5,21,Day,0,2,-2,16,192.02,42.23,14.17,28.07,28.07,0,0,20.8,26.1,5.39,5.6,26.92307692,0.769230769,0,0,13.07692308,0,0,0
L383,November,3,8505,4,18,Day,0,0,0,2,0.17,1.08,0,1.08,1.08,0,0,21.8,4.5,8.81,7.4,40.38461538,0,1.923076923,0,5.769230769,0,0,0
L384,November,3,8505,4,18,Day,0,1,-1,2,0.02,0.57,0,0.57,0.57,0,0,21.7,16,8.25,7,155.1282051,1.282051282,0,0,11.53846154,0,0,0
L385,November,3,8505,4,18,Day,0,2,-2,7,37.71,7.06,0.8,6.26,6.26,0,0,20.9,26,5.39,5.6,93.58974359,0,0,0,6.41025641,0,0,0
L386,November,3,8504,3,15,Day,0,0,0,3,0.12,2.07,0,2.07,2.07,0,0,22,5.1,8.81,7.4,132.0512821,5.128205128,1.282051282,0,2.564102564,0,0,0
L387,November,3,8504,3,15,Day,0,1,-1,3,11.72,2.1,0,2.1,2.1,0,0,21.4,5.2,8.83,7,267.9487179,20.51282051,3.846153846,0,0,0,0,0
L388,November,3,8504,3,15,Day,0,2,-2,42,330.36,125.01,73.11,51.9,51.9,0,0,21.3,22.7,5.39,5.6,634.6153846,180.7692308,73.07692308,0,0,0,0,0
L389,November,3,8504,3,15,Day,0,3,-3,48,134.15,152.83,135.1,17.73,17.73,0,0,20.4,26.7,5.39,5.6,215.3846154,107.6923077,61.53846154,0,7.692307692,0,0,0
L390,November,3,8504,3,15,Day,0,4,-4,27,45.7,30.57,26.03,4.54,4.54,0,0,20.1,28.3,4.71,2.2,30.76923077,53.84615385,61.53846154,7.692307692,0,0,0,0
L391,November,3,8503,2,12,Day,0,0,0,27,0.04,0.33,0.05,0.28,0.28,0,0,21.3,4.3,9.9,9.5,152.5641026,10.25641026,3.846153846,0,0,0,0,0
L392,November,3,8503,2,12,Day,0,1,-1,30,3.4,0.36,0.03,0.33,0.33,0,0,21,4.3,7.8,7.1,415.3846154,74.35897436,33.33333333,3.846153846,84.61538462,0,0,0
L393,November,3,8503,2,12,Day,0,2,-2,32,25.59,1.73,0.34,1.39,1.39,0,0,20.8,22,7.5,3.7,111.5384615,57.69230769,30.76923077,0,0,0,0,0
L394,November,3,8503,2,12,Day,0,3,-3,25,26.79,4.04,3.16,0.88,0.88,0,0,20.8,22.3,6.7,1,37.17948718,39.74358974,16.66666667,0,0,0,0,0
L395,November,3,8503,2,12,Day,0,4,-4,2,6.16,0.35,0.35,0,0,0,0,20.6,24,5.39,2,30.76923077,53.84615385,61.53846154,7.692307692,0,0,0,0
L428,December,4,8511,10,36,Night,1,0,0,4,0,0.02,0,0.02,0.02,0,0,22.6,2.9,7.6,,23.07692308,2.564102564,1.282051282,0,6.41025641,0,0,0
L429,December,4,8511,10,36,Night,1,1,-1,3,0,0.03,0,0.03,0.03,0,0,22.6,2.9,7.6,,17.30769231,3.205128205,1.923076923,0,8.974358974,0,0,0.641025641
L430,December,4,8511,10,36,Night,1,2,-2,4,1.66,0.18,0.07,0.11,0.11,0,0,22.5,4,7,,70.51282051,37.17948718,12.82051282,0,350,0,0,0
L431,December,4,8511,10,36,Night,1,3,-3,3,0,0,0,0,0,0,0,20.4,17.8,0.8,,30.76923077,0,0,0,734.6153846,0,0,3.846153846
L432,December,4,8510,9,33,Night,1,0,0,4,0,0,0,0,0,0,0,22.9,3,8.7,,7.692307692,0,0.641025641,0,57.69230769,0,0,0
L433,December,4,8510,9,33,Night,1,1,-1,5,0,0.02,0.02,0,0,0,0,22.5,3,8.6,,7.692307692,3.846153846,3.846153846,0,646.1538462,23.07692308,0,0
L434,December,4,8510,9,33,Night,1,2,-2,93,2296.23,17.12,13.7,3.42,3.42,0,0,21.6,17.7,5.2,,13.46153846,0,0,0,63.46153846,0,0,0
L435,December,4,8509,8,30,Night,1,0,0,41,0.32,0,0,0,0,0,0,22.7,3,9.3,,15.38461538,11.53846154,7.692307692,0,334.6153846,5.769230769,0,0
L436,December,4,8509,8,30,Night,1,1,-1,40,0.3,0.15,0.15,0,0,0,0,22.5,3,9.1,,21.15384615,15.38461538,5.769230769,0,159.6153846,0,0,0
L437,December,4,8509,8,30,Night,1,2,-2,190,2317.75,143.97,118.8,25.18,25.18,0,0,22.2,17.9,4.4,,76.92307692,138.4615385,442.3076923,0,1573.076923,73.07692308,3.846153846,0
L438,December,4,8509,8,30,Night,1,3,-3,105,101.57,105.63,88.03,17.61,17.61,0,0,21.7,20.2,0.7,,19.23076923,230.7692308,757.6923077,0,2946.153846,134.6153846,0,0
L439,December,4,8508,7,27,Night,1,0,0,5,0.04,0.3,0.11,0.19,0.08,0.11,0,23,3.1,9,,24.35897436,17.94871795,5.128205128,0,80.76923077,1.282051282,0,0
L440,December,4,8508,7,27,Night,1,1,-1,5,0.14,0.21,0.06,0.16,0.12,0.04,0,23,3.2,8.9,,58.97435897,25.64102564,6.41025641,0,58.97435897,1.282051282,0,0
L441,December,4,8508,7,27,Night,1,2,-2,60,595.86,119.77,113.81,5.96,5.96,0,0,22.7,21.5,4.8,,400,34.61538462,42.30769231,0,430.7692308,19.23076923,3.846153846,0
L442,December,4,8507,6,24,Night,1,0,0,5,0.31,0.13,0.13,0,0,0,0,22.8,3.4,8.6,,8.974358974,5.128205128,5.128205128,0,26.92307692,1.282051282,0,0
L443,December,4,8507,6,24,Night,1,1,-1,4,0.39,0.13,0,0.13,0.09,0.04,0,22.8,3.3,8.5,,23.07692308,6.41025641,2.564102564,0,24.35897436,0,0,0
L444,December,4,8507,6,24,Night,1,2,-2,55,161.1,60.27,53.45,6.82,6.44,0.38,0,23,21.8,6.3,,269.2307692,53.84615385,344.2307692,0,50,1.923076923,0,0
L445,December,4,8511,10,36,Day,0,0,0,2,0.11,0.02,0.02,0,0,0,0,22.6,2.9,7.6,,8.333333333,1.282051282,0,0,3.205128205,0,0,0
L446,December,4,8511,10,36,Day,0,1,-1,2,0.04,0,0,0,0,0,0,22.6,2.9,7.6,,3.846153846,1.282051282,0,0,14.1025641,1.282051282,0,0
L447,December,4,8511,10,36,Day,0,2,-2,5,5.29,0.04,0.04,0,0,0,0,22.5,4,7,,63.46153846,15.38461538,0,0,867.3076923,13.46153846,0,0
L448,December,4,8511,10,36,Day,0,3,-3,3,0.02,0.02,0.02,0,0,0,0,20.4,17.8,0.8,,123.0769231,26.92307692,3.846153846,0,2330.769231,0,0,0
L449,December,4,8510,9,33,Day,0,0,0,5,0,0,0,0,0,0,0,22.9,3,8.7,,14.1025641,0,0,0,10.25641026,0,0,0
L450,December,4,8510,9,33,Day,0,1,-1,2,0,0.02,0.02,0,0,0,0,22.5,3,8.6,,5.128205128,0,0,0,19.23076923,0,0,0
L451,December,4,8510,9,33,Day,0,2,-2,8,76.51,78.47,64.03,14.45,14.45,0,0,21.6,17.7,5.2,,13.46153846,1.923076923,0,0,196.1538462,15.38461538,0,0
L452,December,4,8509,8,30,Day,0,0,0,3,0,0.47,0,0.47,0.47,0,0,22.7,3,9.3,,5.769230769,0.641025641,0,0,12.82051282,0,0,0
L453,December,4,8509,8,30,Day,0,1,-1,3,0.25,1.09,0.05,1.04,1.04,0,0,22.5,3,9.1,,4.273504274,0,0,0,9.401709402,0,0,0
L454,December,4,8509,8,30,Day,0,2,-2,82,289.15,240.1,202.66,37.43,37.43,0,0,22.2,17.9,4.4,,19.23076923,150,192.3076923,0,2292.307692,111.5384615,0,0
L455,December,4,8509,8,30,Day,0,3,-3,57,19.7,11.17,7.35,3.82,3.82,0,0,21.7,20.2,0.7,,23.07692308,84.61538462,234.6153846,0,3803.846154,23.07692308,0,0
L456,December,4,8508,7,27,Day,0,0,0,2,0.07,0.74,0.03,0.7,0.67,0.03,0,23,3.1,9,,21.15384615,0.961538462,0,0,19.23076923,0.961538462,0,0
L457,December,4,8508,7,27,Day,0,1,-1,3,0.07,0.27,0.02,0.25,0.25,0,0,23,3.2,8.9,,6.41025641,2.564102564,0,0,7.051282051,0,0,0
L458,December,4,8508,7,27,Day,0,2,-2,15,39.58,31.96,31.59,0.36,0.36,0,0,22.7,21.5,4.8,,192.3076923,23.07692308,38.46153846,0,196.1538462,11.53846154,3.846153846,0
L459,December,4,8507,6,24,Day,0,0,0,4,0,2.62,0.17,2.44,2.4,0.04,0,22.8,3.4,8.6,,12.17948718,3.205128205,0,0,15.38461538,0,0,0
L460,December,4,8507,6,24,Day,0,1,-1,3,0.17,2.01,0,2.01,2.01,0,0,22.8,3.3,8.5,,87.17948718,8.974358974,0,0,167.9487179,0,0,0
L461,December,4,8507,6,24,Day,0,2,-2,12,120.03,104.78,61.92,42.87,42.87,0,0,23,21.8,6.3,,434.6153846,34.61538462,11.53846154,0,61.53846154,7.692307692,0,0
L462,December,4,8502,1,9,Night,1,0,0,2,0.17,0.13,0.04,0.08,0.08,0,0,20.5,17,8.2,,121.7948718,34.61538462,33.33333333,2.564102564,15.38461538,0,0,0
L463,December,4,8502,1,9,Night,1,1,-1,4,0.4,0.12,0,0.12,0.12,0,0,21.2,19.3,7.7,,396.1538462,25,42.30769231,0,5.769230769,0,0,0
L464,December,4,8502,1,9,Night,1,2,-2,5,3.76,0.08,0,0.08,0.08,0,0,20.8,20.3,8,,288.4615385,123.0769231,92.30769231,26.92307692,0,0,0,0
L465,December,4,8502,1,9,Night,1,3,-3,5,17.42,0.56,0.08,0.48,0.48,0,0,20.6,21.5,7.1,,38.46153846,142.3076923,88.46153846,7.692307692,0,0,0,0
L466,December,4,8503,2,12,Night,1,0,0,72,0,0.42,0,0.42,0.42,0,0,20.9,11.3,8.6,,83.65384615,28.84615385,20.19230769,0,40.38461538,0,0,0
L467,December,4,8503,2,12,Night,1,1,-1,105,0.32,0.63,0,0.63,0.63,0,0,21,11.3,8.6,,180.7692308,50,40.38461538,7.692307692,51.92307692,0,0,0
L468,December,4,8503,2,12,Night,1,2,-2,100,647.28,9.53,2.98,6.55,6.55,0,0,22.2,17.4,8,,115.3846154,88.46153846,103.8461538,15.38461538,50,0,0,0
L469,December,4,8503,2,12,Night,1,3,-3,78,321.45,14.86,6.08,8.78,8.78,0,0,20.8,23.2,6.2,,23.07692308,150,130.7692308,46.15384615,50,0,7.692307692,0
L470,December,4,8503,2,12,Night,1,4,-4,125,67.92,275.09,117.73,157.36,157.36,0,0,21.1,25.5,3.7,,7.692307692,161.5384615,111.5384615,11.53846154,96.15384615,0,0,0
L471,December,4,8504,3,15,Night,1,0,0,15,0,0.35,0,0.35,0.35,0,0,21.2,6.4,7.7,,71.15384615,15.38461538,7.692307692,0,28.84615385,0,0,0
L472,December,4,8504,3,15,Night,1,1,-1,18,0,2.09,0,2.09,2.09,0,0,21.7,6.7,7.2,,305.7692308,48.07692308,15.38461538,0,71.15384615,0,0,0
L473,December,4,8504,3,15,Night,1,2,-2,24,38.83,4.65,0.16,4.49,4.49,0,0,22,20.3,7,,165.3846154,265.3846154,134.6153846,46.15384615,30.76923077,0,3.846153846,0
L474,December,4,8504,3,15,Night,1,3,-3,25,43.42,6.82,4.31,2.51,2.51,0,0,21.3,22.9,5.7,,57.69230769,300,173.0769231,0,57.69230769,0,0,0
L475,December,4,8504,3,15,Night,1,4,-4,33,34.44,27.41,22.49,4.92,4.92,0,0,20.8,27.3,0.4,,11.53846154,165.3846154,323.0769231,11.53846154,100,3.846153846,0,0
L476,December,4,8505,4,18,Night,1,0,0,18,0,0,0,0,0,0,0,21.8,5,7.4,,261.5384615,11.53846154,1.923076923,0,159.6153846,0,0,0
L477,December,4,8505,4,18,Night,1,1,-1,23,0,0.27,0,0.27,0.27,0,0,21.8,5.1,7.7,,563.4615385,44.23076923,3.846153846,0,284.6153846,0,0,0
L478,December,4,8505,4,18,Night,1,2,-2,45,67.2,12.22,8.73,3.49,3.49,0,0,22.8,20.1,6.7,,530.7692308,226.9230769,211.5384615,15.38461538,200,0,0,0
L479,December,4,8506,5,21,Night,1,0,0,5,0,0.03,0,0.03,0.03,0,0,21.6,4,8.3,,38.46153846,1.923076923,0,0,46.15384615,0,0,0
L480,December,4,8506,5,21,Night,1,1,-1,7,0,0.1,0,0.1,0.1,0,0,21.7,4,8,,63.46153846,5.769230769,3.846153846,0,51.92307692,0,0,0
L481,December,4,8506,5,21,Night,1,2,-2,45,90.27,11.2,10.13,1.07,1.07,0,0,23.1,19.9,6.2,,657.6923077,353.8461538,109.6153846,0,251.9230769,0,0,0
L482,December,4,8502,1,9,Day,0,0,0,2,1.75,0.35,0.02,0.33,0.33,0,0,21.4,14.2,7.6,,44.23076923,1.923076923,1.923076923,1.923076923,28.84615385,0,0,0
L483,December,4,8502,1,9,Day,0,1,-1,3,10.1,1.66,0,1.66,1.66,0,0,21.3,18.4,7.5,,840.3846154,63.46153846,11.53846154,23.07692308,25,0,0,0
L484,December,4,8502,1,9,Day,0,2,-2,2,0.48,1.03,0,1.03,1.03,0,0,20.3,20.9,6.9,,269.2307692,69.23076923,11.53846154,15.38461538,0,0,0,0
L485,December,4,8502,1,9,Day,0,3,-3,3,0.9,0.57,0,0.57,0.57,0,0,19.7,22.9,6.2,,80.76923077,157.6923077,30.76923077,15.38461538,0,0,0,0
L486,December,4,8503,2,12,Day,0,0,0,1,0,2.28,0,2.28,2.28,0,0,22.5,7.4,8.1,,162.8205128,8.974358974,0,3.846153846,29.48717949,0,0,0
L487,December,4,8503,2,12,Day,0,1,-1,8,75.95,5.34,0.08,5.26,5.26,0,0,22.4,14.5,7.9,,211.5384615,226.9230769,73.07692308,11.53846154,53.84615385,0,0,0
L488,December,4,8503,2,12,Day,0,2,-2,12,9.45,34.75,1.6,33.15,33.15,0,0,20.5,21.3,7.5,,134.6153846,80.76923077,38.46153846,34.61538462,88.46153846,0,0,0
L489,December,4,8503,2,12,Day,0,3,-3,19,30.55,23.55,7,16.55,16.55,0,0,20.5,23.3,5.8,,23.07692308,84.61538462,69.23076923,34.61538462,23.07692308,0,0,0
L490,December,4,8503,2,12,Day,0,4,-4,50,40.6,77.61,56.12,21.49,21.49,0,0,20.9,26.9,2.4,,0,65.38461538,88.46153846,0,69.23076923,0,0,0
L491,December,4,8504,3,15,Day,0,0,0,2,0,0.27,0,0.27,0.25,0.02,0,23.3,5.7,7.8,,61.53846154,1.282051282,0,0,51.28205128,0,0,0
L492,December,4,8504,3,15,Day,0,1,-1,4,1.51,0.23,0,0.23,0.23,0,0,23.1,7.6,7.6,,1357.692308,157.6923077,3.846153846,11.53846154,261.5384615,0,0,0
L493,December,4,8504,3,15,Day,0,2,-2,14,10.78,3.03,2.36,0.67,0.67,0,0,22.4,21.5,7.1,,84.61538462,126.9230769,34.61538462,15.38461538,73.07692308,0,0,0
L494,December,4,8504,3,15,Day,0,3,-3,12,30.71,2.65,0.53,2.12,2.12,0,0,21.5,23.7,5.4,,23.07692308,115.3846154,134.6153846,11.53846154,30.76923077,0,0,0
L495,December,4,8504,3,15,Day,0,4,-4,38,40.86,55.72,45.82,9.91,9.91,0,0,20.8,27.2,0.3,,3.846153846,50,234.6153846,15.38461538,265.3846154,0,0,0
L496,December,4,8505,4,18,Day,0,0,0,2,0,0.44,0,0.44,0.44,0,0,23.8,4.1,8.1,,47.43589744,0,0,0,42.30769231,0,0,0
L497,December,4,8505,4,18,Day,0,1,-1,3,1.82,5.15,0,5.15,5.15,0,0,22.9,5.6,7.7,,1696.153846,88.46153846,23.07692308,0,357.6923077,0,0,0
L498,December,4,8505,4,18,Day,0,2,-2,27,195.55,6.37,3.18,3.18,3.18,0,0,22.7,21.1,7.3,,265.3846154,115.3846154,57.69230769,34.61538462,115.3846154,0,0,0
L499,December,4,8506,5,21,Day,0,0,0,1,0,0.19,0,0.19,0.19,0,0,23.2,3.6,8.7,,66,8,0,0,22,0,0,0
L500,December,4,8506,5,21,Day,0,1,-1,2,0.32,0.56,0,0.56,0.56,0,0,23,3.7,8.3,,49.33333333,4,0,0,25.33333333,0,0,0
L501,December,4,8506,5,21,Day,0,2,-2,7,31,0.5,0.5,0,0,0,0,23.4,20.8,7.3,,130,52,134,0,256,0,0,0
L560,January,5,8511,10,36,Night,1,0,0,1,0,0.01,0,0.01,0.01,0,0,25.4,3.6,7.4,,298,56,162,0,254,80,2,0
L561,January,5,8511,10,36,Night,1,1,-1,13,0,0.05,0,0.05,0.05,0,0,25.4,3.6,7.4,,52,1.333333333,0,0,69.33333333,1.333333333,0,0
L562,January,5,8511,10,36,Night,1,2,-2,43,95.09,0,0,0,0,0,0,25.4,4,6.7,,68,2,0,0,52,0,0,0
L563,January,5,8511,10,36,Night,1,3,-3,36,140.76,0.73,0,0.73,0.73,0,0,24.6,19.3,6.7,,440,76,192,0,152,0,0,0
L564,January,5,8510,9,33,Night,1,0,0,2,0.18,0,0,0,0,0,0,25.1,4.2,7.5,,104,8,5.333333333,0,92,1.333333333,0,0
L565,January,5,8510,9,33,Night,1,1,-1,2,0.06,0,0,0,0,0,0,25.2,4.2,7.4,,122,2,0,0,104,0,0,0
L566,January,5,8510,9,33,Night,1,2,-2,30,332.11,3.66,2.63,1.03,1.03,0,0,25.2,4.5,6.9,,266,14,10,0,26,0,0,0
L567,January,5,8509,8,30,Night,1,0,0,17,0.1,0,0,0,0,0,0,24.7,4.9,7.4,,272,272,40,0,292,0,0,0
L568,January,5,8509,8,30,Night,1,1,-1,10,0.12,0,0,0,0,0,0,24.8,4.9,7.4,,200,5.333333333,4,0,13.33333333,0,0,0
L569,January,5,8509,8,30,Night,1,2,-2,38,235.2,7.94,5.37,2.57,2.57,0,0,25.6,11.2,7.9,,266,14,10,0,26,0,0,0
L570,January,5,8509,8,30,Night,1,3,-3,35,96.59,13.75,5,8.75,8.75,0,0,26.3,21.1,5.9,,600,136,84,0,424,0,0,0
L571,January,5,8508,7,27,Night,1,0,0,19,0.07,0,0,0,0,0,0,24.3,6,7.4,,301.3333333,6.666666667,0,0,33.33333333,0,0,0
L572,January,5,8508,7,27,Night,1,1,-1,23,0.21,0.32,0.11,0.21,0.21,0,0,24.7,6.5,6.8,,272,10,0,0,36,0,0,0
L573,January,5,8508,7,27,Night,1,2,-2,43,42.95,3.61,2.61,1,1,0,0,25.5,7.7,7.5,,556,104,52,0,192,0,0,0
L574,January,5,8507,6,24,Night,1,0,0,0,0.02,0,0,0,0,0,0,24.2,8.6,7.7,,5.333333333,2.666666667,1.333333333,0,0,0,0,0
L575,January,5,8507,6,24,Night,1,1,-1,37,0.08,0.07,0.03,0.04,0.03,0.01,0,24.2,8.6,7.4,,272,10,0,0,36,0,0,0
L576,January,5,8507,6,24,Night,1,2,-2,114,198.11,8.13,5.13,3,2.14,0.86,0,25.3,10,7.2,,424,12,20,0,344,0,0,0
L577,January,5,8511,10,36,Day,0,0,0,1,0.06,0,0,0,0,0,0,25.7,3.5,7.4,,224,100,372,0,272,12,0,0
L578,January,5,8511,10,36,Day,0,1,-1,3,0.01,0.07,0,0.07,0.07,0,0,25.7,3.5,7.4,,96,0,0,0,0,0,0,0
L579,January,5,8511,10,36,Day,0,2,-2,5,11.55,0.12,0.06,0.06,0.06,0,0,25.5,17.3,7.1,,29.33333333,1.333333333,0,0,5.333333333,0,0,0
L580,January,5,8511,10,36,Day,0,3,-3,3,3.66,0.66,0.66,0,0,0,0,23.3,19.6,3.5,,420,40,68,0,68,0,0,0
L581,January,5,8510,9,33,Day,0,0,0,3,0.04,0.21,0.01,0.2,0.2,0,0,25.3,3.9,7.6,,14.66666667,0,0,0,2.666666667,0,0,0
L582,January,5,8510,9,33,Day,0,1,-1,4,0.34,0.12,0,0.12,0.12,0,0,25.5,3.9,7.5,,44,4,0,0,37.33333333,0,0,0
L583,January,5,8510,9,33,Day,0,2,-2,11,17.29,0.55,0.03,0.51,0.51,0,0,25.6,15.2,7.8,,476,116,40,0,28,0,0,0
L584,January,5,8509,8,30,Day,0,0,0,5,0,0.01,0,0.01,0.01,0,0,25.51,4.6,7.7,,14.66666667,0,0,0,2.666666667,0,0,0
L585,January,5,8509,8,30,Day,0,1,-1,8,0,0.04,0,0.04,0.04,0,0,25.5,4.6,7.5,,149.3333333,0,0,0,46.66666667,0,0,0
L586,January,5,8509,8,30,Day,0,2,-2,15,36.32,0.31,0.06,0.25,0.25,0,0,26.5,19.2,9.8,,476,116,40,0,28,0,0,0
L587,January,5,8509,8,30,Day,0,3,-3,35,3.78,1.05,0.98,0.07,0.07,0,0,25.9,22.1,5.5,,536,108,92,0,200,0,0,0
L588,January,5,8508,7,27,Day,0,0,0,6,0,0.25,0.24,0.01,0.01,0,0,25.7,5.4,7.5,,248,240,76,0,24,0,0,0
L589,January,5,8508,7,27,Day,0,1,-1,5,0,0.2,0.2,0,0,0,0,25.8,5.4,7.1,,212,184,84,0,4,0,0,0
L590,January,5,8508,7,27,Day,0,2,-2,14,21.32,0.43,0,0.43,0.43,0,0,27.5,19.7,9.5,,180,388,176,0,12,0,0,0
L591,January,5,8507,6,24,Day,0,0,0,7,0.16,0.1,0,0.1,0.1,0,0,25.4,7.1,8.2,,248,240,76,0,24,0,0,0
L592,January,5,8507,6,24,Day,0,1,-1,6,0,0.07,0,0.07,0.06,0.01,0,25.5,7.2,7.8,,212,184,84,0,4,0,0,0
L593,January,5,8507,6,24,Day,0,2,-2,23,28.95,2.45,1.97,0.48,0.48,0,0,26.7,20.3,8.8,,180,388,176,0,12,0,0,0
L594,January,5,8502,1,9,Night,1,0,0,23,2.13,0,0,0,0,0,0,23.4,27.1,7.8,,120,180,32,0,0,0,0,0
L595,January,5,8502,1,9,Night,1,1,-1,36,4.85,0,0,0,0,0,0,23.4,27.1,7.3,,160,48,20,0,16,0,0,0
L596,January,5,8502,1,9,Night,1,2,-2,34,8.85,0,0,0,0,0,0,23.2,28.1,7.2,,124,76,36,4,4,0,0,0
L597,January,5,8502,1,9,Night,1,3,-3,32,1.14,0,0,0,0,0,0,23,29.2,6.7,,420,264,128,20,8,0,0,0
L598,January,5,8503,2,12,Night,1,0,0,34,1.9,0,0,0,0,0,0,23.3,23.7,8.1,,36,236,232,12,36,0,0,0
L599,January,5,8503,2,12,Night,1,1,-1,64,10.42,1.25,0,1.25,1.25,0,0,23.6,23.6,7.5,,44,268,80,8,72,0,0,0
L600,January,5,8503,2,12,Night,1,2,-2,44,36.04,0.69,0,0.69,0.69,0,0,23.8,24.9,7.5,,100,28,12,0,20,0,0,0
L601,January,5,8503,2,12,Night,1,3,-3,32,35.15,12.3,1.76,10.55,10.55,0,0,22.5,27.1,6.1,,444,264,32,8,40,0,0,0
L602,January,5,8503,2,12,Night,1,4,-4,40,7.15,3.11,0,3.11,3.11,0,0,21,28.7,5.3,,660,356,44,12,72,0,0,0
L603,January,5,8504,3,15,Night,1,0,0,44,2.67,0.1,0,0.1,0.1,0,0,23.5,19.3,7.6,,64,172,96,0,60,0,0,0
L604,January,5,8504,3,15,Night,1,1,-1,44,5.91,0,0,0,0,0,0,24,20.2,7.3,,28,220,148,8,8,0,0,0
L605,January,5,8504,3,15,Night,1,2,-2,64,83.76,4.76,1.67,3.09,3.09,0,0,24.1,20.6,6.6,,328,40,0,0,12,0,0,0
L606,January,5,8504,3,15,Night,1,3,-3,34,14.06,18.75,13.12,5.62,5.62,0,0,23,27.8,4.5,,488,124,48,0,20,0,0,0
L607,January,5,8504,3,15,Night,1,4,-4,25,10.64,12.67,7.1,5.57,5.57,0,0,20.9,28.8,3.9,,488,156,108,12,12,0,0,0
L608,January,5,8505,4,18,Night,1,0,0,127,1.63,0.63,0,0.63,0.63,0,0,23.7,13.1,7.5,,308,16,4,4,8,4,0,0
L609,January,5,8505,4,18,Night,1,1,-1,75,4.78,1.03,0.27,0.76,0.6,0.16,0,24.3,15.1,7.5,,356,120,12,0,56,0,0,0
L610,January,5,8505,4,18,Night,1,2,-2,78,286.47,32.78,16.15,16.63,15.2,1.43,0,24.6,18.6,6.6,,452,312,84,0,100,0,0,0
L611,January,5,8506,5,21,Night,1,0,0,80,0.09,0.13,0.09,0.04,0,0.04,0,23.9,10,7.5,,304,96,4,0,8,0,0,0
L612,January,5,8506,5,21,Night,1,1,-1,104,0.18,0.71,0.09,0.62,0.27,0.35,0,24.5,11.7,7.3,,120,228,40,16,12,0,0,0
L613,January,5,8506,5,21,Night,1,2,-2,78,381.51,18.11,11.52,6.58,6.58,0,0,25.6,17.8,6.8,,172,252,68,0,0,0,0,0
L614,January,5,8502,1,9,Day,0,0,0,3,3.61,0.04,0,0.04,0.04,0,0,24.3,22.3,7.3,,148,276,84,20,0,0,0,0
L615,January,5,8502,1,9,Day,0,1,-1,12,10.51,0.05,0,0.05,0.05,0,0,23.5,23.7,7,,248,104,4,0,8,0,0,0
L616,January,5,8502,1,9,Day,0,2,-2,35,3.65,0,0,0,0,0,0,23.4,26.7,7.2,,372,120,0,0,16,0,0,0
L617,January,5,8502,1,9,Day,0,3,-3,17,1.17,0.03,0,0.03,0.03,0,0,23.3,30,6.5,,184,316,64,32,24,0,0,0
L618,January,5,8503,2,12,Day,0,0,0,12,2.64,0.19,0,0.19,0.19,0,0,24.9,21,7.2,,72,324,36,0,32,0,0,0
L619,January,5,8503,2,12,Day,0,1,-1,16,19.78,0.17,0.05,0.12,0.12,0,0,24.8,20.8,7.1,,24,332,128,0,56,0,0,0
L620,January,5,8503,2,12,Day,0,2,-2,70,66.28,0.29,0,0.29,0.29,0,0,22.5,26.5,6.9,,316,52,4,0,0,0,0,0
L621,January,5,8503,2,12,Day,0,3,-3,54,5.63,0.77,0,0.77,0.77,0,0,22.3,28.6,5.6,,348,92,0,12,16,0,0,0
L622,January,5,8503,2,12,Day,0,4,-4,38,2.86,0.57,0,0.57,0.57,0,0,21.9,29.3,5.6,,240,136,20,20,72,0,0,0
L623,January,5,8504,3,15,Day,0,0,0,16,0.68,0.45,0,0.45,0.45,0,0,25.3,17,7.4,,68,236,176,16,68,0,0,0
L624,January,5,8504,3,15,Day,0,1,-1,26,5.7,1.31,0,1.31,1.31,0,0,25.3,17.2,7.4,,20,196,304,12,64,0,0,0
L625,January,5,8504,3,15,Day,0,2,-2,27,22.24,3.67,0.23,3.44,3.44,0,0,24.7,24.5,7.1,,404,36,8,12,4,0,0,0
L626,January,5,8504,3,15,Day,0,3,-3,30,6.95,1.25,0.36,0.89,0.89,0,0,22.2,28.4,4.4,,448,32,0,12,0,0,0,0
L627,January,5,8504,3,15,Day,0,4,-4,28,3.87,4.12,2.32,1.8,1.8,0,0,20.9,28.7,4.2,,272,104,72,16,0,0,0,0
L628,January,5,8505,4,18,Day,0,0,0,5,0.01,0.85,0.02,0.83,0.83,0,0,25.2,12.2,7.8,,340,8,16,0,36,0,0,0
L629,January,5,8505,4,18,Day,0,1,-1,7,0.4,0.54,0,0.54,0.54,0,0,25.3,12.2,10,,416,0,12,0,64,0,0,0
L630,January,5,8505,4,18,Day,0,2,-2,28,59.03,10.75,7.24,3.51,3.51,0,0,25.4,19.6,7.7,,252,224,68,0,68,0,0,0
